STATION_ID,DISTRICT,TOWS,SURVEY_YEAR,LATITUDE,LONGITUDE,STRATUM,TOTAL_AREA_SQ_NM,TABLE_NAME,SPECIES_CODE,SPECIES_NAME,Last Load Date,Record Count
A-03,Single,1,1980,55,-166.33333,15,128721,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-03,Single,1,1981,55,-166.33333,15,109072,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-03,Single,1,1982,55,-166.33333,15,122305,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-03,Single,1,1983,55,-166.33333,15,114285,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-03,Single,1,1984,55,-166.33333,15,115087,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-03,Single,1,1985,55,-166.33333,15,114285,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-03,Single,1,1986,55,-166.33333,15,114285,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-03,Single,1,1987,55,-166.33333,15,117894,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-03,Single,1,1988,55,-166.33333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-03,Single,1,1989,55,-166.33333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-03,Single,1,1990,55,-166.33333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-03,Single,1,1991,55,-166.33333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-03,Single,1,1992,55,-166.33333,15,115889,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-03,Single,1,1993,55,-166.33333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-03,Single,1,1994,55,-166.33333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-03,Single,1,1995,55,-166.33333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-03,Single,1,1996,55,-166.33333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-03,Single,1,1997,55,-166.33333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-03,Single,1,1998,55,-166.33333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-03,Single,1,1999,55,-166.33333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-03,Single,1,2000,55,-166.33333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-03,Single,1,2001,55,-166.33333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-03,Single,1,2002,55,-166.33333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-03,Single,1,2003,55,-166.33333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-03,Single,1,2004,55,-166.33333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-03,Single,1,2005,55,-166.33333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-03,Single,1,2006,55,-166.33333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-03,Single,1,2007,55,-166.33333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-03,Single,1,2008,55,-166.33333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-03,Single,1,2009,55,-166.33333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-03,Single,1,2010,55,-166.33333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-03,Single,1,2011,55,-166.33333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-03,Single,1,2012,55,-166.33333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-03,Single,1,2013,55,-166.33333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-03,Single,1,2014,55,-166.33333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-03,Single,1,2015,55,-166.33333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-03,Single,1,2016,55.01531,-166.31113,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-03,Single,1,2017,55.01922,-166.32267,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-03,Single,1,2018,55.00807,-166.34336,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-03,Single,1,2019,55.0235,-166.35313,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-04,Single,1,1980,55,-165.75,15,128721,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-04,Single,1,1981,55,-165.75,15,109072,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-04,Single,1,1982,55,-165.75,15,122305,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-04,Single,1,1983,55,-165.75,15,114285,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-04,Single,1,1984,55,-165.75,15,115087,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-04,Single,1,1985,55,-165.75,15,114285,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-04,Single,1,1986,55,-165.75,15,114285,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-04,Single,1,1987,55,-165.75,15,117894,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-04,Single,1,1988,55,-165.75,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-04,Single,1,1989,55,-165.75,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-04,Single,1,1990,55,-165.75,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-04,Single,1,1991,55,-165.75,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-04,Single,1,1992,55,-165.75,15,115889,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-04,Single,1,1993,55,-165.75,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-04,Single,1,1994,55,-165.75,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-04,Single,1,1995,55,-165.75,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-04,Single,1,1996,55,-165.75,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-04,Single,1,1997,55,-165.75,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-04,Single,1,1998,55,-165.75,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-04,Single,1,1999,55,-165.75,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-04,Single,1,2000,55,-165.75,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-04,Single,1,2001,55,-165.75,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-04,Single,1,2002,55,-165.75,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-04,Single,1,2003,55,-165.75,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-04,Single,1,2004,55,-165.75,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-04,Single,1,2005,55,-165.75,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-04,Single,1,2006,55,-165.75,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-04,Single,1,2007,55,-165.75,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-04,Single,1,2008,55,-165.75,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-04,Single,1,2009,55,-165.75,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-04,Single,1,2010,55,-165.75,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-04,Single,1,2011,55,-165.75,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-04,Single,1,2012,55,-165.75,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-04,Single,1,2013,55,-165.75,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-04,Single,1,2014,55,-165.75,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-04,Single,1,2015,55,-165.75,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-04,Single,1,2016,54.99372,-165.75198,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-04,Single,1,2017,54.99454,-165.74737,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-04,Single,1,2018,55.00207,-165.75422,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-04,Single,1,2019,55.00953,-165.76491,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-05,Single,1,1980,55,-165.15,15,128721,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-05,Single,1,1981,55,-165.15,15,109072,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-05,Single,1,1982,55,-165.15,15,122305,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-05,Single,1,1983,55,-165.15,15,114285,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-05,Single,1,1984,55,-165.15,15,115087,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-05,Single,1,1985,55,-165.15,15,114285,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-05,Single,1,1986,55,-165.15,15,114285,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-05,Single,1,1987,55,-165.15,15,117894,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-05,Single,1,1988,55,-165.15,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-05,Single,1,1989,55,-165.15,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-05,Single,1,1990,55,-165.15,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-05,Single,1,1991,55,-165.15,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-05,Single,1,1992,55,-165.15,15,115889,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-05,Single,1,1993,55,-165.15,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-05,Single,1,1994,55,-165.15,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-05,Single,1,1995,55,-165.15,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-05,Single,1,1996,55,-165.15,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-05,Single,1,1997,55,-165.15,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-05,Single,1,1998,55,-165.15,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-05,Single,1,1999,55,-165.15,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-05,Single,1,2000,55,-165.15,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-05,Single,1,2001,55,-165.15,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-05,Single,1,2002,55,-165.15,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-05,Single,1,2003,55,-165.15,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-05,Single,1,2004,55,-165.15,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-05,Single,1,2005,55,-165.15,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-05,Single,1,2006,55,-165.15,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-05,Single,1,2007,55,-165.15,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-05,Single,1,2008,55,-165.15,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-05,Single,1,2009,55,-165.15,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-05,Single,1,2010,55,-165.15,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-05,Single,1,2011,55,-165.15,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-05,Single,1,2012,55,-165.15,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-05,Single,1,2013,55,-165.15,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-05,Single,1,2014,55,-165.15,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-05,Single,1,2015,55,-165.15,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-05,Single,1,2016,54.99758,-165.13454,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-05,Single,1,2017,54.9776,-165.16014,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-05,Single,1,2018,54.98494,-165.13294,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-05,Single,1,2019,54.98716,-165.15827,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-06,Single,1,1981,55,-164.58333,15,109072,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-06,Single,1,1982,55,-164.58333,15,122305,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-06,Single,1,1983,55,-164.58333,15,114285,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-06,Single,1,1984,55,-164.58333,15,115087,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-06,Single,1,1993,55,-164.58333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-06,Single,1,1994,55,-164.58333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-06,Single,1,1995,55,-164.58333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-06,Single,1,1996,55,-164.58333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-06,Single,1,1997,55,-164.58333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-06,Single,1,1998,55,-164.58333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-06,Single,1,1999,55,-164.58333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-06,Single,1,2000,55,-164.58333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-06,Single,1,2001,55,-164.58333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-06,Single,1,2002,55,-164.58333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-06,Single,1,2003,55,-164.58333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-06,Single,1,2004,55,-164.58333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-06,Single,1,2005,55,-164.58333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-06,Single,1,2006,55,-164.58333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-06,Single,1,2007,55,-164.58333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-06,Single,1,2008,55,-164.58333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-06,Single,1,2009,55,-164.58333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-06,Single,1,2010,55,-164.58333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-06,Single,1,2011,55,-164.58333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-06,Single,1,2012,55,-164.58333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-06,Single,1,2013,55,-164.58333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-06,Single,1,2014,55,-164.58333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-06,Single,1,2015,55,-164.58333,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-06,Single,1,2016,55.05802,-164.56774,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-06,Single,1,2017,55.01002,-164.59813,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-06,Single,1,2018,55.04147,-164.57549,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
A-06,Single,1,2019,55.05511,-164.57017,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
B-01,Single,1,1980,55.33333,-167.55,15,128721,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
B-01,Single,1,1981,55.33333,-167.55,15,109072,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
B-01,Single,1,1983,55.33333,-167.55,15,114285,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
B-01,Single,1,1984,55.33333,-167.55,15,115087,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
B-01,Single,1,1985,55.33333,-167.55,15,114285,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
B-01,Single,1,1986,55.33333,-167.55,15,114285,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
B-01,Single,1,1987,55.33333,-167.55,15,117894,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
B-01,Single,1,1988,55.33333,-167.55,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
B-01,Single,1,1989,55.33333,-167.55,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
B-01,Single,1,1990,55.33333,-167.55,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
B-01,Single,1,1991,55.33333,-167.55,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
B-01,Single,1,1992,55.33333,-167.55,15,115889,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
B-01,Single,1,1993,55.33333,-167.55,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
B-01,Single,1,1994,55.33333,-167.55,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
B-01,Single,1,1995,55.33333,-167.55,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
B-01,Single,1,1996,55.33333,-167.55,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
B-01,Single,1,1997,55.33333,-167.55,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
B-01,Single,1,1998,55.33333,-167.55,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
B-01,Single,1,1999,55.33333,-167.55,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
B-01,Single,1,2000,55.33333,-167.55,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
B-01,Single,1,2001,55.33333,-167.55,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
B-01,Single,1,2002,55.33333,-167.55,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
B-01,Single,1,2003,55.33333,-167.55,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
B-01,Single,1,2004,55.33333,-167.55,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
B-01,Single,1,2005,55.33333,-167.55,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
B-01,Single,1,2006,55.33333,-167.55,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
B-01,Single,1,2007,55.33333,-167.55,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
B-01,Single,1,2008,55.33333,-167.55,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
B-01,Single,1,2009,55.33333,-167.55,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
B-01,Single,1,2010,55.33333,-167.55,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
B-01,Single,1,2011,55.33333,-167.55,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
B-01,Single,1,2012,55.33333,-167.55,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
B-01,Single,1,2013,55.33333,-167.55,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
B-01,Single,1,2014,55.33333,-167.55,15,123107,OPILIO CRAB,68580,Opilio Crab,2019-08-15 13:52:09,1
